Title,Media URL,Pinterest board,Miniaturansicht,Beschreibung,Link,Publish date,Keywords
Altes Land – Almakertészetek - Alsó-Szászország | Plizio Visual Lab,https://plizio.com/geo-images/agri-altes-land-aepfel.webp,Plizio HU - Nemetorszag,,A Hamburghoz délnyugatra fekvő Altes Land az Alpoktól északra lévő legnagyobb összefüggő gyümölcstermesztési terület. Minden tavasszal az almafák virágzásakor…,https://plizio.com/hu/nemetorszag/also-szaszorszag/altes-land-almakerteszetek/,,
Zugspitze - Bajorország | Plizio Visual Lab,https://plizio.com/geo-images/mnt-zugspitze.webp,Plizio HU - Nemetorszag,,"A Zugspitze 2962 méterrel Németország legmagasabb hegye, amely az Alpok Wetterstein-hegységének része. A csúcson halad át a német-osztrák államhatár. A hegymas…",https://plizio.com/hu/nemetorszag/bajororszag/zugspitze/,,
Zugspitzplatt - Bajorország | Plizio Visual Lab,https://plizio.com/geo-images/germany/zugspitzplatt.webp,Plizio HU - Nemetorszag,,"Magaslati alpesi fennsík a Zugspitze csúcsa alatt, sípályáiról és gleccseréről ismert.",https://plizio.com/hu/nemetorszag/bajororszag/zugspitzplatt/,,
1918-as novemberi forradalom – Reichstag - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/hist-november-revolution.webp,Plizio HU - Nemetorszag,,"1918. november 9-én Philipp Scheidemann a berlini Reichstag ablakából kikiáltotta a Német Köztársaságot, ezzel véget vetve a monarchiának. A novemberi forradal…",https://plizio.com/hu/nemetorszag/berlin/1918-as-novemberi-forradalom-reichstag/,,
Berlin - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/city-berlin.webp,Plizio HU - Nemetorszag,,"Berlin Németország fővárosa és legnagyobb városa, amely viharos történelméről és pezsgő kulturális életéről ismert. Az újraegyesítés után az egykor megosztott…",https://plizio.com/hu/nemetorszag/berlin/berlin/,,
Berliner Mauer - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/hist-checkpoint-charlie.webp,Plizio HU - Nemetorszag,,"A Berlini fal egy 155 km hosszú erődítmény volt, amely 1961-től 1989-ig elválasztotta Nyugat-Berlint Kelet-Berlintől és az NDK-tól. A német megosztottság és a…",https://plizio.com/hu/nemetorszag/berlin/berliner-mauer/,,
Berlini Állatkert - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/zoo-berlin.webp,Plizio HU - Nemetorszag,,"A Berlini Állatkert Németország legrégebbi és leggazdagabb állatkertje, több mint 20 000 állattal, közel 1500 fajból. Különösen kedveltek a pandák, gorillák és…",https://plizio.com/hu/nemetorszag/berlin/berlini-allatkert/,,
Berlini East Side Gallery - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/germany/east-side-gallery.webp,Plizio HU - Nemetorszag,,"A berlini fal 1,3 km hosszú szakasza, amelyet a világ minden tájáról érkező művészek festettek ki.",https://plizio.com/hu/nemetorszag/berlin/berlini-east-side-gallery/,,
Berlini olimpiai stadion 1936 - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/hist-olympiastadion-berlin.webp,Plizio HU - Nemetorszag,,"A berlini Charlottenburgban lévő olimpiai stadiont az 1936-os nyári olimpiai játékokra építették, amelyet a náci rezsim propagandaeseményként használt. Jesse O…",https://plizio.com/hu/nemetorszag/berlin/berlini-olimpiai-stadion-1936/,,
Berlini Pergamon Múzeum - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/germany/pergamonmuseum.webp,Plizio HU - Nemetorszag,,"A Múzeum-sziget egyik legjelentősebb múzeuma, monumentális ókori építményeiről ismert.",https://plizio.com/hu/nemetorszag/berlin/berlini-pergamon-muzeum/,,
Berlini tévétorony - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/city-berlin.webp,Plizio HU - Nemetorszag,,"A Berlini Tévétorony az Alexanderplatzon áll, és 368 m-es magasságával Németország legmagasabb épülete. Az NDK 1969-ben a szocializmus jelképeként emelte, ma B…",https://plizio.com/hu/nemetorszag/berlin/berlini-tevetorony/,,
Brandenburgi kapu - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/city-berlin.webp,Plizio HU - Nemetorszag,,A berlini Brandenburgi kapu Németország legismertebb nevezetessége és nemzeti szimbóluma. A 18. század végén épült kora klasszicista diadalívként. A hideghábor…,https://plizio.com/hu/nemetorszag/berlin/brandenburgi-kapu/,,
Checkpoint Charlie - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/hist-checkpoint-charlie.webp,Plizio HU - Nemetorszag,,"Checkpoint Charlie a legismertebb határátkelő volt Kelet- és Nyugat-Berlin között a német megosztottság idején. Drámai jelenetek játszódtak le itt, köztük járm…",https://plizio.com/hu/nemetorszag/berlin/checkpoint-charlie/,,
DDR Múzeum - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/hist-ddr-museum.webp,Plizio HU - Nemetorszag,,"A berlini DDR Múzeum interaktívan mutatja be a Német Demokratikus Köztársaság mindennapi életét, és bemutatja, hogyan éltek az emberek a vasfüggöny mögött. A l…",https://plizio.com/hu/nemetorszag/berlin/ddr-muzeum/,,
Múzeum-sziget - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/germany/museumsinsel.webp,Plizio HU - Nemetorszag,,"Öt múzeumból álló, világszerte egyedülálló együttes Berlin szívében, UNESCO-világörökség.",https://plizio.com/hu/nemetorszag/berlin/muzeum-sziget/,,
Páva-szigeti kastély - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/germany/schloss-pfaueninsel.webp,Plizio HU - Nemetorszag,,Romantikus fehér kastély a Berlin közeli Havel folyó egyik szigetén.,https://plizio.com/hu/nemetorszag/berlin/pava-szigeti-kastely/,,
Reichstag 1945 - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/city-berlin.webp,Plizio HU - Nemetorszag,,"A berlini Reichstag épülete a második világháború végén a náci Németország vereségének egyik jelképe volt, amikor szovjet katonák 1945. május 2-án kitűzték a v…",https://plizio.com/hu/nemetorszag/berlin/reichstag-1945/,,
Reichstag épülete - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/city-berlin.webp,Plizio HU - Nemetorszag,,"A berlini Reichstag épülete a Német Bundestag székhelye, és Németország egyik legjelentősebb politikai épülete. A historikus épületet 1894-ben fejezték be, és…",https://plizio.com/hu/nemetorszag/berlin/reichstag-epuelete/,,
Stasi Múzeum - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/hist-stasi-museum.webp,Plizio HU - Nemetorszag,,A Berlini Stasi Múzeum az NDK Állambiztonság Minisztériumának egykori főhadiszállásán található. Dokumentálja a titkosszolgálat megfigyelési és elnyomási módsz…,https://plizio.com/hu/nemetorszag/berlin/stasi-muzeum/,,
Wannsee-konferencia – emlékhely - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/hist-wannsee.webp,Plizio HU - Nemetorszag,,1942. január 20-án a berlini Zehlendorf kerületben lévő Wannsee-villában magas rangú SS- és kormánytisztviselők tervezték meg az európai zsidók szisztematikus…,https://plizio.com/hu/nemetorszag/berlin/wannsee-konferencia-emlekhely/,,
Cecilienhof kastély - Brandenburg | Plizio Visual Lab,https://plizio.com/geo-images/hist-potsdam.webp,Plizio HU - Nemetorszag,,"A Cecilienhof kastély Potsdamban az 1945 júliusában és augusztusában megrendezett Potsdami Konferencia helyszíne volt, amelyen a szövetségesek a második világh…",https://plizio.com/hu/nemetorszag/brandenburg/cecilienhof-kastely/,,
Potsdam - Brandenburg | Plizio Visual Lab,https://plizio.com/geo-images/city-potsdam.webp,Plizio HU - Nemetorszag,,"Potsdam, Brandenburg tartomány fővárosa a királyok és a mozi városa, idillien víz és erdő ölelésében. A város híres a Sanssouci fenséges kastély- és parkegyütt…",https://plizio.com/hu/nemetorszag/brandenburg/potsdam/,,
Sachsenhausen emlékhely - Brandenburg | Plizio Visual Lab,https://plizio.com/geo-images/hist-sachsenhausen.webp,Plizio HU - Nemetorszag,,"A Berlintől északra, Oranienburg mellett lévő Sachsenhausen koncentrációs tábor 1936 és 1945 között a náci rezsim egyik központi KZ-tábora volt, ahol több mint…",https://plizio.com/hu/nemetorszag/brandenburg/sachsenhausen-emlekhely/,,
Sanssouci kastély - Brandenburg | Plizio Visual Lab,https://plizio.com/geo-images/hist-potsdam.webp,Plizio HU - Nemetorszag,,"A Potsdamban lévő Sanssouci kastély Nagy Frigyes egykori nyári palotája és a porosz rokokó stílus remekműve. A neve franciáúl 'gondok nélkülit' jelent, és a te…",https://plizio.com/hu/nemetorszag/brandenburg/sanssouci-kastely/,,
Spreewald - Brandenburg | Plizio Visual Lab,https://plizio.com/geo-images/forest-spreewald.webp,Plizio HU - Nemetorszag,,"A brandenburgi Spreewald egyedülálló és varázslatos ártéri táj, amelyet a Spree folyó több száz apró csatornára (Fließe) való ágazása hozott létre. Ez a jégkor…",https://plizio.com/hu/nemetorszag/brandenburg/spreewald/,,
Spreewald – Uborkák - Brandenburg | Plizio Visual Lab,https://plizio.com/geo-images/agri-spreewald-gurken.webp,Plizio HU - Nemetorszag,,"A Brandenburgban lévő Spreewald-ban évszázadok óta uborkát termesztenek, amelyek Spreewald-uborkák név alatt világhírűek. Az uborkákat hagyományosan fahordókba…",https://plizio.com/hu/nemetorszag/brandenburg/spreewald-uborkak/,,
Bremen - Bréma | Plizio Visual Lab,https://plizio.com/geo-images/city-bremen.webp,Plizio HU - Nemetorszag,,"Bréma egy történelmi Hanza-város a Weser folyó partján, Északnyugat-Németországban. Bremerhavennel együtt az ország legkisebb szövetségi tartományát alkotja. A…",https://plizio.com/hu/nemetorszag/brema/bremen/,,
Bremerhaven - Bréma | Plizio Visual Lab,https://plizio.com/geo-images/port-bremerhaven.webp,Plizio HU - Nemetorszag,,Bremerhaven Németország egyik legjelentősebb tengeri kikötője és Európa vezető helyszíne az autó-átrakodáshoz. A világ minden tájáról érkeznek ide hajók új aut…,https://plizio.com/hu/nemetorszag/brema/bremerhaven/,,
Aachen - Észak-Rajna-Vesztfália | Plizio Visual Lab,https://plizio.com/geo-images/city-aachen.webp,Plizio HU - Nemetorszag,,"Aachen Németország legnyugatibb nagyvárosa, amely a holland és belga hármashatáron fekszik. A város történelmi jelentősége hatalmas, hiszen Nagy Károly császár…",https://plizio.com/hu/nemetorszag/eszak-rajna-vesztfalia/aachen/,,
Aacheni dóm - Észak-Rajna-Vesztfália | Plizio Visual Lab,https://plizio.com/geo-images/landmark-cologne-cathedral.webp,Plizio HU - Nemetorszag,,"Az Aacheni Dóm Németország legrégebbi katedrálisa, amelyet Nagy Károly 800 körül palotakápolnaként épített. 32 német király és császár koronázási temploma volt…",https://plizio.com/hu/nemetorszag/eszak-rajna-vesztfalia/aacheni-dom/,,
Bielefeld - Észak-Rajna-Vesztfália | Plizio Visual Lab,https://plizio.com/geo-images/city-bielefeld.webp,Plizio HU - Nemetorszag,,"Bielefeld Kelet-Vesztfália-Lippe régió gazdasági és kulturális központja Észak-Rajna-Vesztfália északkeleti részén. A város festői környezetben, a Teutoburgi-e…",https://plizio.com/hu/nemetorszag/eszak-rajna-vesztfalia/bielefeld/,,
Bochum - Észak-Rajna-Vesztfália | Plizio Visual Lab,https://plizio.com/geo-images/city-bochum.webp,Plizio HU - Nemetorszag,,"Bochum a Ruhr-vidék szívében fekvő nagyváros, amely a nehéziparból a tudás- és szolgáltatói társadalomba való átmenetet testesíti meg. Az 1960-as években itt a…",https://plizio.com/hu/nemetorszag/eszak-rajna-vesztfalia/bochum/,,
Bonn - Észak-Rajna-Vesztfália | Plizio Visual Lab,https://plizio.com/geo-images/city-bonn.webp,Plizio HU - Nemetorszag,,"Bonn Észak-Rajna-Vesztfália déli részén, a Rajna partján fekszik, és több mint 2000 éves történelemre tekint vissza. Világszerte a híres zeneszerző, Ludwig van…",https://plizio.com/hu/nemetorszag/eszak-rajna-vesztfalia/bonn/,,
Bonni Bundestag-épület - Észak-Rajna-Vesztfália | Plizio Visual Lab,https://plizio.com/geo-images/hist-bonn-bundeshaus.webp,Plizio HU - Nemetorszag,,"A Bonni Bundeshaus 1949 és 1999 között a Német Bundestag és a Bundesrat székhelye volt, és ezzel a nyugatnémet demokrácia szíve. Az 1999-es berlini költözés ut…",https://plizio.com/hu/nemetorszag/eszak-rajna-vesztfalia/bonni-bundestag-epuelet/,,
Drachenburg kastély - Észak-Rajna-Vesztfália | Plizio Visual Lab,https://plizio.com/geo-images/germany/schloss-drachenburg.webp,Plizio HU - Nemetorszag,,"Mesebeli kastély a Siebengebirge Drachenfels szikláján, kilátással a Rajnára.",https://plizio.com/hu/nemetorszag/eszak-rajna-vesztfalia/drachenburg-kastely/,,
Düsseldorf - Észak-Rajna-Vesztfália | Plizio Visual Lab,https://plizio.com/geo-images/city-duesseldorf.webp,Plizio HU - Nemetorszag,,"Düsseldorf, Észak-Rajna-Vesztfália fővárosa a divat, a művészet és a gazdaság központja a Rajna mentén. A város híres a Königsallee-ról, Európa egyik legexkluz…",https://plizio.com/hu/nemetorszag/eszak-rajna-vesztfalia/duesseldorf/,,
Duisburg - Észak-Rajna-Vesztfália | Plizio Visual Lab,https://plizio.com/geo-images/city-duisburg.webp,Plizio HU - Nemetorszag,,"Duisburg a Ruhr és a Rajna találkozásánál fekszik, és vízparti fekvése erősen meghatározza a nyugati Ruhr-vidéket. A város ad otthont a világ legnagyobb folyam…",https://plizio.com/hu/nemetorszag/eszak-rajna-vesztfalia/duisburg/,,
Duisburg – folyami kikötő - Észak-Rajna-Vesztfália | Plizio Visual Lab,https://plizio.com/geo-images/port-duisburg.webp,Plizio HU - Nemetorszag,,"Duisburg ad otthont a világ legnagyobb folyami kikötőjének. A Rajna és a Ruhr összefolyásánál egész Európából rakodnak át árut, amelyet az ipari Ruhr-vidékre s…",https://plizio.com/hu/nemetorszag/eszak-rajna-vesztfalia/duisburg-folyami-kikoeto/,,
Eifel Nemzeti Park - Észak-Rajna-Vesztfália | Plizio Visual Lab,https://plizio.com/geo-images/germany/nationalpark-eifel.webp,Plizio HU - Nemetorszag,,"Kiterjedt nemzeti park bükkerdőkkel, folyókkal és víztározókkal Észak-Rajna-Vesztfáliában.",https://plizio.com/hu/nemetorszag/eszak-rajna-vesztfalia/eifel-nemzeti-park/,,
Externsteine - Észak-Rajna-Vesztfália | Plizio Visual Lab,https://plizio.com/geo-images/germany/externsteine.webp,Plizio HU - Nemetorszag,,"Jellegzetes homokkő-sziklaformáció a Teutoburg-erdőben, jelentős természeti műemlék.",https://plizio.com/hu/nemetorszag/eszak-rajna-vesztfalia/externsteine/,,
Hermann-emlékmű - Észak-Rajna-Vesztfália | Plizio Visual Lab,https://plizio.com/geo-images/germany/hermannsdenkmal.webp,Plizio HU - Nemetorszag,,Hatalmas emlékmű a Kr. u. 9-ben vívott varusi csata emlékére a Teutoburg-erdőben.,https://plizio.com/hu/nemetorszag/eszak-rajna-vesztfalia/hermann-emlekmu/,,
Köln - Észak-Rajna-Vesztfália | Plizio Visual Lab,https://plizio.com/geo-images/city-koeln.webp,Plizio HU - Nemetorszag,,"Köln Németország negyedik legnagyobb városa, amely a Rajna mentén, Észak-Rajna-Vesztfáliában található. A város több mint 2000 éves múltra tekint vissza, amely…",https://plizio.com/hu/nemetorszag/eszak-rajna-vesztfalia/koeln/,,
Kölner Dom - Észak-Rajna-Vesztfália | Plizio Visual Lab,https://plizio.com/geo-images/landmark-cologne-cathedral.webp,Plizio HU - Nemetorszag,,"A kölni dóm egy római katolikus templom Kölnben, és a világ egyik legnagyobb gótikus katedrálisa. Építése 1248-ban kezdődött, de csak a 19. században fejezték…",https://plizio.com/hu/nemetorszag/eszak-rajna-vesztfalia/koelner-dom/,,
Kölni Csokoládémúzeum - Észak-Rajna-Vesztfália | Plizio Visual Lab,https://plizio.com/geo-images/germany/schokoladenmuseum.webp,Plizio HU - Nemetorszag,,"Népszerű múzeum közvetlenül a Rajna partján, a csokoládé történetét és készítését mutatja be.",https://plizio.com/hu/nemetorszag/eszak-rajna-vesztfalia/koelni-csokolademuzeum/,,
Középhegységi zóna - Észak-Rajna-Vesztfália | Plizio Visual Lab,https://plizio.com/geo-images/relief-mittelgebirge.webp,Plizio HU - Nemetorszag,,"A középhegységi zóna Németország közepén húzódik végig. Jellemzők a lekerekített hegycsúcsok 1500 m-ig, sűrű erdők és mély folyóvölgyek – például a Rothaargebi…",https://plizio.com/hu/nemetorszag/eszak-rajna-vesztfalia/koezephegysegi-zona/,,
Nordkircheni kastély - Észak-Rajna-Vesztfália | Plizio Visual Lab,https://plizio.com/geo-images/germany/schloss-nordkirchen.webp,Plizio HU - Nemetorszag,,A 'vesztfáliai Versailles'-ként ismert kastély Vesztfália legnagyobb vízi kastélya.,https://plizio.com/hu/nemetorszag/eszak-rajna-vesztfalia/nordkircheni-kastely/,,
Oberhauseni Gáztartály - Észak-Rajna-Vesztfália | Plizio Visual Lab,https://plizio.com/geo-images/germany/gasometer-oberhausen.webp,Plizio HU - Nemetorszag,,"Egykori gáztartály, amely ma Európa legmagasabb kiállító- és rendezvénycsarnoka.",https://plizio.com/hu/nemetorszag/eszak-rajna-vesztfalia/oberhauseni-gaztartaly/,,
Paderboni dóm - Észak-Rajna-Vesztfália | Plizio Visual Lab,https://plizio.com/geo-images/hist-paderborn-dom.webp,Plizio HU - Nemetorszag,,"A paderboni főszékesegyház Németország egyik legrégebbi katedrálisa, amelynek alapítása Nagy Károlyhoz nyúlik vissza 799-re, amikor itt püspökséget hozott létr…",https://plizio.com/hu/nemetorszag/eszak-rajna-vesztfalia/paderboni-dom/,,
Ruhr-vidék - Észak-Rajna-Vesztfália | Plizio Visual Lab,https://plizio.com/geo-images/industry-ruhrgebiet.webp,Plizio HU - Nemetorszag,,"A Ruhr-vidék Dortmund, Essen és Duisburg körül Németország legfontosabb ipari térségé – a szén és az acél hazája, amelyből mára kultúra- és tudásközpont lett.",https://plizio.com/hu/nemetorszag/eszak-rajna-vesztfalia/ruhr-videk/,,
Zollverein szénbánya - Észak-Rajna-Vesztfália | Plizio Visual Lab,https://plizio.com/geo-images/germany/zeche-zollverein.webp,Plizio HU - Nemetorszag,,"Az esseni Zollverein szénbánya egykor a világ legnagyobb és legnagyobb teljesítményű kőszénbányája volt, az ipari építészet remekműveként tartották számon. Jel…",https://plizio.com/hu/nemetorszag/eszak-rajna-vesztfalia/zollverein-szenbanya/,,
Elbphilharmonie - Hamburg | Plizio Visual Lab,https://plizio.com/geo-images/city-hamburg.webp,Plizio HU - Nemetorszag,,"Az Elbphilharmonie Hamburg modern koncertháza, amelyet egy történelmi raktárépületre emeltek, és 2017-ben nyitott meg. Herzog & de Meuron építészek tervei szer…",https://plizio.com/hu/nemetorszag/hamburg/elbphilharmonie/,,
Hamburg - Hamburg | Plizio Visual Lab,https://plizio.com/geo-images/city-hamburg.webp,Plizio HU - Nemetorszag,,"Hamburg, a Hanza-város Németország második legnagyobb települése és egy központi európai logisztikai csomópont. Az északon fekvő Elba-parti metropolist gyakran…",https://plizio.com/hu/nemetorszag/hamburg/hamburg/,,
Hamburgi Beatles Múzeum - Hamburg | Plizio Visual Lab,https://plizio.com/geo-images/germany/beatles-museum.webp,Plizio HU - Nemetorszag,,"A legendás együttesnek szentelt múzeum, akik pályafutásukat Hamburgban kezdték.",https://plizio.com/hu/nemetorszag/hamburg/hamburgi-beatles-muzeum/,,
Hamburgi Hagenbeck Állatpark - Hamburg | Plizio Visual Lab,https://plizio.com/geo-images/zoo-hagenbeck-hamburg.webp,Plizio HU - Nemetorszag,,"A Hagenbeck Állatpark 1907-ben a világ első rácsmentes állatkertje volt, és a modern állatgondozás úttörőjeként tartják számon. Ma több mint 1850 állat él ott…",https://plizio.com/hu/nemetorszag/hamburg/hamburgi-hagenbeck-allatpark/,,
Hamburgi Kikötő - Hamburg | Plizio Visual Lab,https://plizio.com/geo-images/port-hamburger-hafen.webp,Plizio HU - Nemetorszag,,A Hamburgi Kikötő Németország legnagyobb kikötője és Európa egyik legfontosabb tengeri kikötője. A 'világ kapujaként' összeköti Németországot a világ kereskede…,https://plizio.com/hu/nemetorszag/hamburg/hamburgi-kikoeto/,,
Miniatur Wunderland Hamburg - Hamburg | Plizio Visual Lab,https://plizio.com/geo-images/kidlm-miniatur-wunderland.webp,Plizio HU - Nemetorszag,,A Hamburgi Speicherstadtban lévő Miniatur Wunderland a világ legnagyobb modellvasút- és miniatűrvilágos létesítménye. Több mint 1500 m²-en a vasút számos orszá…,https://plizio.com/hu/nemetorszag/hamburg/miniatur-wunderland-hamburg/,,
St. Pauli Landungsbrücken - Hamburg | Plizio Visual Lab,https://plizio.com/geo-images/germany/hamburg-landungsbruecken.webp,Plizio HU - Nemetorszag,,"A hamburgi kikötő jellegzetes állomása, kapu a világra és a kikötői körutak kiindulópontja.",https://plizio.com/hu/nemetorszag/hamburg/st-pauli-landungsbruecken/,,
Frankenstein vára - Hessen | Plizio Visual Lab,https://plizio.com/geo-images/germany/burg-frankenstein.webp,Plizio HU - Nemetorszag,,"Mítoszokkal övezett várrom az Odenwald-ban, amely állítólag Mary Shelley-t ihlette regényéhez.",https://plizio.com/hu/nemetorszag/hessen/frankenstein-vara/,,
Frankfurt am Main - Hessen | Plizio Visual Lab,https://plizio.com/geo-images/city-frankfurt.webp,Plizio HU - Nemetorszag,,"Frankfurt am Main Németország pénzügyi központja és Európa egyik legfontosabb közlekedési csomópontja. A város lenyűgöző látképpel büszkélkedhet, amely a „Main…",https://plizio.com/hu/nemetorszag/hessen/frankfurt-am-main/,,
Frankfurt am Main – pénzügyi központ - Hessen | Plizio Visual Lab,https://plizio.com/geo-images/industry-frankfurt.webp,Plizio HU - Nemetorszag,,"Frankfurt Németország legfontosabb pénzügyi centruma és Európa egyik legjelentősebbike. Itt székel az Európai Központi Bank, amely az euróövezet monetáris poli…",https://plizio.com/hu/nemetorszag/hessen/frankfurt-am-main-penzuegyi-koezpont/,,
Großer Feldberg - Hessen | Plizio Visual Lab,https://plizio.com/geo-images/mnt-grosser-feldberg.webp,Plizio HU - Nemetorszag,,"A Großer Feldberg 879 m-el a Taunus-hegység és Hessen legmagasabb csúcsa (Rhön nélkül), és Frankfurt am Main közelében található. Tiszta időben az Alpokat is l…",https://plizio.com/hu/nemetorszag/hessen/grosser-feldberg/,,
Kassel - Hessen | Plizio Visual Lab,https://plizio.com/geo-images/city-kassel.webp,Plizio HU - Nemetorszag,,"Kassel Észak-Hessenben található város, amely művészetéről, kultúrájáról és történelmi parkjairól világszerte ismert. A város ötévente rendezi meg a documentát…",https://plizio.com/hu/nemetorszag/hessen/kassel/,,
Kellerwald-Edersee Nemzeti Park - Hessen | Plizio Visual Lab,https://plizio.com/geo-images/germany/kellerwald-edersee.webp,Plizio HU - Nemetorszag,,Közép-Európa egyik utolsó nagy bükkerdője és UNESCO természeti világörökség része.,https://plizio.com/hu/nemetorszag/hessen/kellerwald-edersee-nemzeti-park/,,
Point Alpha - Hessen | Plizio Visual Lab,https://plizio.com/geo-images/hist-iron-curtain.webp,Plizio HU - Nemetorszag,,"Point Alpha egy amerikai megfigyelőállás volt a belső-német határon, Hessenben, amelyet a hidegháború egyik leglabilisabb pontjaként tartottak számon. Ma emlék…",https://plizio.com/hu/nemetorszag/hessen/point-alpha/,,
Wasserkuppe - Hessen | Plizio Visual Lab,https://plizio.com/geo-images/mnt-wasserkuppe.webp,Plizio HU - Nemetorszag,,"A Wasserkuppe a maga 950 méterével a Rhön hegység legmagasabb hegye, és egyben Hessen tartomány legmagasabb pontja is. Történelmileg a 'vitorlázórepülés bölcső…",https://plizio.com/hu/nemetorszag/hessen/wasserkuppe/,,
Wiesbaden - Hessen | Plizio Visual Lab,https://plizio.com/geo-images/city-wiesbaden.webp,Plizio HU - Nemetorszag,,Wiesbaden Hessen tartomány fővárosa és Európa egyik legrégebbi fürdővárosa. A forró termálforrásairól híres város a 19. században a világ minden tájáról vonzot…,https://plizio.com/hu/nemetorszag/hessen/wiesbaden/,,
Königsstuhl (Rügen) - Mecklenburg-Elő-Pomeránia | Plizio Visual Lab,https://plizio.com/geo-images/germany/koenigsstuhl-ruegen.webp,Plizio HU - Nemetorszag,,A leghíresebb krétafal a rügeni Jasmund Nemzeti Parkban.,https://plizio.com/hu/nemetorszag/mecklenburg-elo-pomerania/koenigsstuhl-ruegen/,,
Müritz - Mecklenburg-Elő-Pomeránia | Plizio Visual Lab,https://plizio.com/geo-images/lake-mueritz.webp,Plizio HU - Nemetorszag,,"A Müritz Németország legnagyobb teljesen belül fekvő tava (a Bodensee nélkül), és Mecklenburg-Elő-Pomerániában található. A Müritz Nemzeti Park szíve, és fonto…",https://plizio.com/hu/nemetorszag/mecklenburg-elo-pomerania/mueritz/,,
Peenemünde - Mecklenburg-Elő-Pomeránia | Plizio Visual Lab,https://plizio.com/geo-images/hist-peenemuende.webp,Plizio HU - Nemetorszag,,"Peenemünde a Usedom szigetén a második világháborúban titkos hadsereg-kísérleti intézmény volt, ahol Werner von Braun és csapata a V-2 rakétát – a história els…",https://plizio.com/hu/nemetorszag/mecklenburg-elo-pomerania/peenemuende/,,
Rostock - Mecklenburg-Elő-Pomeránia | Plizio Visual Lab,https://plizio.com/geo-images/city-rostock.webp,Plizio HU - Nemetorszag,,"Rostock Mecklenburg-Elő-Pomeránia legnagyobb városa, festői környezetben fekszik a Warnow folyó partján, a balti-tengeri partvidék közelében. A város gazdag mú…",https://plizio.com/hu/nemetorszag/mecklenburg-elo-pomerania/rostock/,,
Rostock – Balti-tengeri kikötő - Mecklenburg-Elő-Pomeránia | Plizio Visual Lab,https://plizio.com/geo-images/port-rostock.webp,Plizio HU - Nemetorszag,,"Rostock a német Balti-tengeri part legnagyobb kikötője. Kompjáratok indulnak Dániába, Svédországba és Finnországba – Rostock a Balti-tenger térségének kapuja.",https://plizio.com/hu/nemetorszag/mecklenburg-elo-pomerania/rostock-balti-tengeri-kikoeto/,,
Rügen - Mecklenburg-Elő-Pomeránia | Plizio Visual Lab,https://plizio.com/geo-images/island-ruegen.webp,Plizio HU - Nemetorszag,,"Rügen területét tekintve Németország legnagyobb szigete, amely a Balti-tengerben található. Leginkább a Jasmund Nemzeti Park feltűnő, vakítóan fehér krétaszikl…",https://plizio.com/hu/nemetorszag/mecklenburg-elo-pomerania/ruegen/,,
Schwerin - Mecklenburg-Elő-Pomeránia | Plizio Visual Lab,https://plizio.com/geo-images/city-schwerin.webp,Plizio HU - Nemetorszag,,"Schwerin Mecklenburg-Elő-Pomeránia tartomány fővárosa, és lakosságszámát tekintve Németország legkisebb tartományi fővárosa. Festői tóvidéken fekszik, amelyet…",https://plizio.com/hu/nemetorszag/mecklenburg-elo-pomerania/schwerin/,,
Schweriner See - Mecklenburg-Elő-Pomeránia | Plizio Visual Lab,https://plizio.com/geo-images/lake-schweriner-see.webp,Plizio HU - Nemetorszag,,"A Schweriner-tó Mecklenburg-Elő-Pomeránia tartományi fővárosa körül és attól részben lefedve terül el, és az egyik legnagyobb tava a szövetségi államnak. A pom…",https://plizio.com/hu/nemetorszag/mecklenburg-elo-pomerania/schweriner-see/,,
Schwerini kastély - Mecklenburg-Elő-Pomeránia | Plizio Visual Lab,https://plizio.com/geo-images/city-schwerin.webp,Plizio HU - Nemetorszag,,"A Schwerini kastély a mecklenburg-i herceg pompás rezidenciája, amely a Schweriner-tó egyik szigetén trónol. A neo-gótikus és reneszánsz kastélyt az 'Észak Neu…",https://plizio.com/hu/nemetorszag/mecklenburg-elo-pomerania/schwerini-kastely/,,
Usedom - Mecklenburg-Elő-Pomeránia | Plizio Visual Lab,https://plizio.com/geo-images/island-usedom.webp,Plizio HU - Nemetorszag,,"Usedom egy Balti-tengeri sziget Mecklenburg-Elő-Pomerániában, amelyet Németország és Lengyelország oszt meg. Hosszú homokos strandjairól, az Ahlbeck, Heringsdo…",https://plizio.com/hu/nemetorszag/mecklenburg-elo-pomerania/usedom/,,
